,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_groups,log_fare,gender,female_class,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embarked_C,embarked_Q,embarked_S,embarked_U,who_child,who_man,who_woman,class_First,class_Second,class_Third,"age_groups_(0, 15]","age_groups_(15, 25]","age_groups_(25, 45]","age_groups_(45, 70]","age_groups_(70, 100]"
121,0,3,male,32.973597359735976,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
122,0,2,male,32.5,1,0,30.0708,C,Second,man,1,Unknown,Cherbourg,no,0,"(25, 45]",3.436268471383741,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
123,1,2,female,32.5,0,0,13.0,S,Second,woman,0,E,Southampton,yes,1,"(25, 45]",2.6390573296152584,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
124,0,1,male,54.0,0,1,77.2875,S,First,man,1,D,Southampton,no,0,"(45, 70]",4.360387947851531,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
125,1,3,male,12.0,1,0,11.2417,C,Third,child,0,Unknown,Cherbourg,yes,0,"(0, 15]",2.5048481563289,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
126,0,3,male,32.973597359735976,0,0,7.75,Q,Third,man,1,Unknown,Queenstown,no,1,"(25, 45]",2.169053700369523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
127,1,3,male,24.0,0,0,7.1417,S,Third,man,1,Unknown,Southampton,yes,1,"(15, 25]",2.0969990034181696,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
128,1,3,female,35.45,1,1,22.3583,C,Third,woman,0,F,Cherbourg,yes,0,"(25, 45]",3.1509523813392697,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
129,0,3,male,45.0,0,0,6.975,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.076311648670908,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
130,0,3,male,33.0,0,0,7.8958,C,Third,man,1,Unknown,Cherbourg,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
131,0,3,male,20.0,0,0,7.05,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.085672091430472,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
132,0,3,female,47.0,1,0,14.5,S,Third,woman,0,Unknown,Southampton,no,0,"(45, 70]",2.740840023925201,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
133,1,2,female,29.0,1,0,26.0,S,Second,woman,0,Unknown,Southampton,yes,0,"(25, 45]",3.295836866004329,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
134,0,2,male,25.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
135,0,2,male,23.0,0,0,15.0458,C,Second,man,1,Unknown,Cherbourg,no,1,"(15, 25]",2.775447133088262,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
136,1,1,female,19.0,0,2,26.2833,S,First,woman,0,D,Southampton,yes,0,"(15, 25]",3.3062747934011893,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
137,0,1,male,37.0,1,0,53.1,S,First,man,1,C,Southampton,no,0,"(25, 45]",3.9908341858524357,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
138,0,3,male,16.0,0,0,9.2167,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.3240236363515288,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
139,0,1,male,24.0,0,0,79.2,C,First,man,1,B,Cherbourg,no,1,"(15, 25]",4.384523514872469,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
140,0,3,female,26.833333333333332,0,2,15.2458,C,Third,woman,0,Unknown,Cherbourg,no,0,"(25, 45]",2.7878344138303452,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
141,1,3,female,22.0,0,0,7.75,S,Third,woman,0,Unknown,Southampton,yes,1,"(15, 25]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
142,1,3,female,24.0,1,0,15.85,S,Third,woman,0,Unknown,Southampton,yes,0,"(15, 25]",2.8243506567983707,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
143,0,3,male,19.0,0,0,6.75,Q,Third,man,1,Unknown,Queenstown,no,1,"(15, 25]",2.0476928433652555,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
144,0,2,male,18.0,0,0,11.5,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",2.5257286443082556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
145,0,2,male,19.0,1,1,36.75,S,Second,man,1,Unknown,Southampton,no,0,"(15, 25]",3.6309854756950335,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
146,1,3,male,27.0,0,0,7.7958,S,Third,man,1,Unknown,Southampton,yes,1,"(25, 45]",2.174274334826008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
147,0,3,female,9.0,2,2,34.375,S,Third,child,0,Unknown,Southampton,no,0,"(0, 15]",3.5660053559634015,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
148,0,2,male,36.5,0,2,26.0,S,Second,man,1,F,Southampton,no,0,"(25, 45]",3.295836866004329,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
149,0,2,male,42.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
150,0,2,male,51.0,0,0,12.525,S,Second,man,1,Unknown,Southampton,no,1,"(45, 70]",2.6045398247325453,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
151,1,1,female,22.0,1,0,66.6,S,First,woman,0,C,Southampton,yes,0,"(15, 25]",4.213607983048918,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
152,0,3,male,55.5,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(45, 70]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
153,0,3,male,40.5,0,2,14.5,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",2.740840023925201,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
154,0,3,male,32.973597359735976,0,0,7.3125,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1177604059819726,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
155,0,1,male,51.0,0,1,61.3792,C,First,man,1,Unknown,Cherbourg,no,0,"(45, 70]",4.133231886474144,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
156,1,3,female,16.0,0,0,7.7333,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(15, 25]",2.167143305297764,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
157,0,3,male,30.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
158,0,3,male,32.973597359735976,0,0,8.6625,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.2682524139135403,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
159,0,3,male,6.369518072289157,8,2,69.55,S,Third,man,1,Unknown,Southampton,no,0,"(0, 15]",4.256321678298823,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
160,0,3,male,44.0,0,1,16.1,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",2.8390784635086144,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
161,1,2,female,40.0,0,0,15.75,S,Second,woman,0,Unknown,Southampton,yes,1,"(25, 45]",2.8183982582710754,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
162,0,3,male,26.0,0,0,7.775,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1719067693519296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
163,0,3,male,17.0,0,0,8.6625,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.2682524139135403,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
164,0,3,male,1.0,4,1,39.6875,S,Third,child,0,Unknown,Southampton,no,0,"(0, 15]",3.705920919968788,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
165,1,3,male,9.0,0,2,20.525,S,Third,child,0,Unknown,Southampton,yes,0,"(0, 15]",3.0692150503137943,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
166,1,1,female,34.1764705882353,0,1,55.0,S,First,woman,0,E,Southampton,yes,0,"(25, 45]",4.02535169073515,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
167,0,3,female,45.0,1,4,27.9,S,Third,woman,0,Unknown,Southampton,no,0,"(25, 45]",3.3638415951183864,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
168,0,1,male,32.973597359735976,0,0,25.925,S,First,man,1,Unknown,Southampton,no,1,"(25, 45]",3.2930552230424524,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
169,0,3,male,28.0,0,0,56.4958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",4.05171190165724,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
170,0,1,male,61.0,0,0,33.5,S,First,man,1,B,Southampton,no,1,"(45, 70]",3.5409593240373143,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
171,0,3,male,4.0,4,1,29.125,Q,Third,child,0,Unknown,Queenstown,no,0,"(0, 15]",3.405355391810819,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
172,1,3,female,1.0,1,1,11.1333,S,Third,child,0,Unknown,Southampton,yes,0,"(0, 15]",2.495953738718064,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
173,0,3,male,21.0,0,0,7.925,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.188856327665703,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
174,0,1,male,56.0,0,0,30.6958,C,First,man,1,A,Cherbourg,no,1,"(45, 70]",3.4561841799918147,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
175,0,3,male,18.0,1,1,7.8542,S,Third,man,1,Unknown,Southampton,no,0,"(15, 25]",2.180891922715322,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
176,0,3,male,4.333333333333333,3,1,25.4667,S,Third,man,1,Unknown,Southampton,no,0,"(0, 15]",3.275887339030031,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
177,0,1,female,50.0,0,0,28.7125,C,First,woman,0,C,Cherbourg,no,1,"(45, 70]",3.391567832686312,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
178,0,2,male,30.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
179,0,3,male,36.0,0,0,0.0,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
180,0,3,female,6.369518072289157,8,2,69.55,S,Third,woman,0,Unknown,Southampton,no,0,"(0, 15]",4.256321678298823,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
181,0,2,male,32.973597359735976,0,0,15.05,C,Second,man,1,Unknown,Cherbourg,no,1,"(25, 45]",2.775708849576025,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
182,0,3,male,9.0,4,2,31.3875,S,Third,child,0,Unknown,Southampton,no,0,"(0, 15]",3.4777725458882283,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
183,1,2,male,1.0,2,1,39.0,S,Second,child,0,F,Southampton,yes,0,"(0, 15]",3.6888794541139363,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
184,1,3,female,4.0,0,2,22.025,S,Third,child,0,Unknown,Southampton,yes,0,"(0, 15]",3.1365805821413706,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
185,0,1,male,32.973597359735976,0,0,50.0,S,First,man,1,A,Southampton,no,1,"(25, 45]",3.9318256327243257,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
186,1,3,female,33.355555555555554,1,0,15.5,Q,Third,woman,0,Unknown,Queenstown,yes,0,"(25, 45]",2.803360380906535,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
187,1,1,male,45.0,0,0,26.55,S,First,man,1,Unknown,Southampton,yes,1,"(25, 45]",3.3160025355989236,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
188,0,3,male,40.0,1,1,15.5,Q,Third,man,1,Unknown,Queenstown,no,0,"(25, 45]",2.803360380906535,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
189,0,3,male,36.0,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
190,1,2,female,32.0,0,0,13.0,S,Second,woman,0,Unknown,Southampton,yes,1,"(25, 45]",2.6390573296152584,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
191,0,2,male,19.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
192,1,3,female,19.0,1,0,7.8542,S,Third,woman,0,Unknown,Southampton,yes,0,"(15, 25]",2.180891922715322,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
193,1,2,male,3.0,1,1,26.0,S,Second,child,0,F,Southampton,yes,0,"(0, 15]",3.295836866004329,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
194,1,1,female,44.0,0,0,27.7208,C,First,woman,0,B,Cherbourg,yes,1,"(25, 45]",3.357621598945279,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
195,1,1,female,58.0,0,0,146.5208,C,First,woman,0,B,Cherbourg,yes,1,"(45, 70]",4.993969182787072,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
196,0,3,male,32.973597359735976,0,0,7.75,Q,Third,man,1,Unknown,Queenstown,no,1,"(25, 45]",2.169053700369523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
197,0,3,male,42.0,0,1,8.4042,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",2.2411563979973974,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
198,1,3,female,31.08421052631579,0,0,7.75,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(25, 45]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
199,0,2,female,24.0,0,0,13.0,S,Second,woman,0,Unknown,Southampton,no,1,"(15, 25]",2.6390573296152584,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
200,0,3,male,28.0,0,0,9.5,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.3513752571634776,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
201,0,3,male,6.369518072289157,8,2,69.55,S,Third,man,1,Unknown,Southampton,no,0,"(0, 15]",4.256321678298823,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
202,0,3,male,34.0,0,0,6.4958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.0143428636837015,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
203,0,3,male,45.5,0,0,7.225,C,Third,man,1,Unknown,Cherbourg,no,1,"(45, 70]",2.1071782966514356,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
204,1,3,male,18.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,yes,1,"(15, 25]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
205,0,3,female,2.0,0,1,10.4625,S,Third,child,0,G,Southampton,no,0,"(0, 15]",2.4390808375825834,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
206,0,3,male,32.0,1,0,15.85,S,Third,man,1,Unknown,Southampton,no,0,"(25, 45]",2.8243506567983707,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
207,1,3,male,26.0,0,0,18.7875,C,Third,man,1,Unknown,Cherbourg,yes,1,"(25, 45]",2.9850504252071306,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
208,1,3,female,16.0,0,0,7.75,Q,Third,woman,0,Unknown,Queenstown,yes,1,"(15, 25]",2.169053700369523,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
209,1,1,male,40.0,0,0,31.0,C,First,man,1,A,Cherbourg,yes,1,"(25, 45]",3.4657359027997265,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
210,0,3,male,24.0,0,0,7.05,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.085672091430472,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
211,1,2,female,35.0,0,0,21.0,S,Second,woman,0,Unknown,Southampton,yes,1,"(25, 45]",3.091042453358316,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
212,0,3,male,22.0,0,0,7.25,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.1102132003465894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
213,0,2,male,30.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
214,0,3,male,32.70192307692308,1,0,7.75,Q,Third,man,1,Unknown,Queenstown,no,0,"(25, 45]",2.169053700369523,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
215,1,1,female,31.0,1,0,113.275,C,First,woman,0,D,Cherbourg,yes,0,"(25, 45]",4.738607824217808,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
216,1,3,female,27.0,0,0,7.925,S,Third,woman,0,Unknown,Southampton,yes,1,"(25, 45]",2.188856327665703,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
217,0,2,male,42.0,1,0,27.0,S,Second,man,1,Unknown,Southampton,no,0,"(25, 45]",3.332204510175204,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
218,1,1,female,32.0,0,0,76.2917,C,First,woman,0,D,Cherbourg,yes,1,"(25, 45]",4.347586575960343,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
219,0,2,male,30.0,0,0,10.5,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.4423470353692043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
220,1,3,male,16.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,yes,1,"(15, 25]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
221,0,2,male,27.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
222,0,3,male,51.0,0,0,8.05,S,Third,man,1,Unknown,Southampton,no,1,"(45, 70]",2.2027647577118348,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
223,0,3,male,32.973597359735976,0,0,7.8958,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1855792552411137,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
224,1,1,male,38.0,1,0,90.0,S,First,man,1,C,Southampton,yes,0,"(25, 45]",4.51085950651685,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
225,0,3,male,22.0,0,0,9.35,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.336986519711378,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
226,1,2,male,19.0,0,0,10.5,S,Second,man,1,Unknown,Southampton,yes,1,"(15, 25]",2.4423470353692043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
227,0,3,male,20.5,0,0,7.25,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.1102132003465894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
228,0,2,male,18.0,0,0,13.0,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",2.6390573296152584,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
229,0,3,female,4.333333333333333,3,1,25.4667,S,Third,woman,0,Unknown,Southampton,no,0,"(0, 15]",3.275887339030031,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
230,1,1,female,35.0,1,0,83.475,S,First,woman,0,C,Southampton,yes,0,"(25, 45]",4.436455632600354,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
231,0,3,male,29.0,0,0,7.775,S,Third,man,1,Unknown,Southampton,no,1,"(25, 45]",2.1719067693519296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
232,0,2,male,59.0,0,0,13.5,S,Second,man,1,Unknown,Southampton,no,1,"(45, 70]",2.6741486494265287,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
233,1,3,female,5.0,4,2,31.3875,S,Third,child,0,Unknown,Southampton,yes,0,"(0, 15]",3.4777725458882283,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
234,0,2,male,24.0,0,0,10.5,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",2.4423470353692043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
235,0,3,female,31.08421052631579,0,0,7.55,S,Third,woman,0,Unknown,Southampton,no,1,"(25, 45]",2.145931282948669,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
236,0,2,male,44.0,1,0,26.0,S,Second,man,1,Unknown,Southampton,no,0,"(25, 45]",3.295836866004329,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
237,1,2,female,8.0,0,2,26.25,S,Second,child,0,Unknown,Southampton,yes,0,"(0, 15]",3.305053521109253,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
238,0,2,male,19.0,0,0,10.5,S,Second,man,1,Unknown,Southampton,no,1,"(15, 25]",2.4423470353692043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
239,0,2,male,33.0,0,0,12.275,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.5858825671280026,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
240,0,3,female,33.355555555555554,1,0,14.4542,C,Third,woman,0,Unknown,Cherbourg,no,0,"(25, 45]",2.737880811060884,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
241,1,3,female,33.355555555555554,1,0,15.5,Q,Third,woman,0,Unknown,Queenstown,yes,0,"(25, 45]",2.803360380906535,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
242,0,2,male,29.0,0,0,10.5,S,Second,man,1,Unknown,Southampton,no,1,"(25, 45]",2.4423470353692043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
243,0,3,male,22.0,0,0,7.125,S,Third,man,1,Unknown,Southampton,no,1,"(15, 25]",2.094945728215801,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
244,0,3,male,30.0,0,0,7.225,C,Third,man,1,Unknown,Cherbourg,no,1,"(25, 45]",2.1071782966514356,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
