,Unnamed: 0,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_groups,female_from_2nd_class,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_Unknown,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,class_First,class_Second,class_Third,"age_groups_(0, 15]","age_groups_(15, 25]","age_groups_(25, 35]","age_groups_(35, 45]","age_groups_(45, 60]","age_groups_(60, 80]"
140,140,0,3,0,26.83333333333333,0,2,15.2458,C,Third,1,0,Unknown,Cherbourg,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
141,141,1,3,0,22.0,0,0,7.75,S,Third,1,0,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
142,142,1,3,0,24.0,1,0,15.85,S,Third,1,0,Unknown,Southampton,yes,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
143,143,0,3,1,19.0,0,0,6.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
144,144,0,2,1,18.0,0,0,11.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
145,145,0,2,1,19.0,1,1,36.75,S,Second,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
146,146,1,3,1,27.0,0,0,7.7958,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
147,147,0,3,0,9.0,2,2,34.375,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
148,148,0,2,1,36.5,0,2,26.0,S,Second,0,1,F,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
149,149,0,2,1,42.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
150,150,0,2,1,51.0,0,0,12.525,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
151,151,1,1,0,22.0,1,0,66.6,S,First,1,0,C,Southampton,yes,0,"(15, 25]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
152,152,0,3,1,55.5,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
153,153,0,3,1,40.5,0,2,14.5,S,Third,0,1,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
154,154,0,3,1,32.973597359735976,0,0,7.3125,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
155,155,0,1,1,51.0,0,1,61.3792,C,First,0,1,Unknown,Cherbourg,no,0,"(45, 60]",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
156,156,1,3,0,16.0,0,0,7.7333,Q,Third,1,0,Unknown,Queenstown,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
157,157,0,3,1,30.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
158,158,0,3,1,32.973597359735976,0,0,8.6625,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
159,159,0,3,1,6.369518072289157,8,2,69.55,S,Third,0,1,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
160,160,0,3,1,44.0,0,1,16.1,S,Third,0,1,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
161,161,1,2,0,40.0,0,0,15.75,S,Second,1,0,Unknown,Southampton,yes,1,"(35, 45]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
162,162,0,3,1,26.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
163,163,0,3,1,17.0,0,0,8.6625,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
164,164,0,3,1,1.0,4,1,39.6875,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
165,165,1,3,1,9.0,0,2,20.525,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
166,166,1,1,0,34.1764705882353,0,1,55.0,S,First,1,0,E,Southampton,yes,0,"(25, 35]",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
167,167,0,3,0,45.0,1,4,27.9,S,Third,1,0,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
168,168,0,1,1,32.973597359735976,0,0,25.925,S,First,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
169,169,0,3,1,28.0,0,0,56.4958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
170,170,0,1,1,61.0,0,0,33.5,S,First,0,1,B,Southampton,no,1,"(60, 80]",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
171,171,0,3,1,4.0,4,1,29.125,Q,Third,3,0,Unknown,Queenstown,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
172,172,1,3,0,1.0,1,1,11.1333,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
173,173,0,3,1,21.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
174,174,0,1,1,56.0,0,0,30.6958,C,First,0,1,A,Cherbourg,no,1,"(45, 60]",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
175,175,0,3,1,18.0,1,1,7.8542,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
176,176,0,3,1,4.333333333333333,3,1,25.4667,S,Third,0,1,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
177,177,0,1,0,50.0,0,0,28.7125,C,First,1,0,C,Cherbourg,no,1,"(45, 60]",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
178,178,0,2,1,30.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
179,179,0,3,1,36.0,0,0,0.0,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
180,180,0,3,0,6.369518072289157,8,2,69.55,S,Third,1,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
181,181,0,2,1,32.973597359735976,0,0,15.05,C,Second,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
182,182,0,3,1,9.0,4,2,31.3875,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
183,183,1,2,1,1.0,2,1,39.0,S,Second,3,0,F,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
184,184,1,3,0,4.0,0,2,22.025,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
185,185,0,1,1,32.973597359735976,0,0,50.0,S,First,0,1,A,Southampton,no,1,"(25, 35]",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
186,186,1,3,0,33.355555555555554,1,0,15.5,Q,Third,1,0,Unknown,Queenstown,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
187,187,1,1,1,45.0,0,0,26.55,S,First,0,1,Unknown,Southampton,yes,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
188,188,0,3,1,40.0,1,1,15.5,Q,Third,0,1,Unknown,Queenstown,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
189,189,0,3,1,36.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
190,190,1,2,0,32.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
191,191,0,2,1,19.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
192,192,1,3,0,19.0,1,0,7.8542,S,Third,1,0,Unknown,Southampton,yes,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
193,193,1,2,1,3.0,1,1,26.0,S,Second,3,0,F,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
194,194,1,1,0,44.0,0,0,27.7208,C,First,1,0,B,Cherbourg,yes,1,"(35, 45]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
195,195,1,1,0,58.0,0,0,146.5208,C,First,1,0,B,Cherbourg,yes,1,"(45, 60]",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
196,196,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
197,197,0,3,1,42.0,0,1,8.4042,S,Third,0,1,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
198,198,1,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
199,199,0,2,0,24.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,no,1,"(15, 25]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
200,200,0,3,1,28.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
201,201,0,3,1,6.369518072289157,8,2,69.55,S,Third,0,1,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
202,202,0,3,1,34.0,0,0,6.4958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
203,203,0,3,1,45.5,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
204,204,1,3,1,18.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
205,205,0,3,0,2.0,0,1,10.4625,S,Third,3,0,G,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
206,206,0,3,1,32.0,1,0,15.85,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
207,207,1,3,1,26.0,0,0,18.7875,C,Third,0,1,Unknown,Cherbourg,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
208,208,1,3,0,16.0,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
209,209,1,1,1,40.0,0,0,31.0,C,First,0,1,A,Cherbourg,yes,1,"(35, 45]",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
210,210,0,3,1,24.0,0,0,7.05,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
211,211,1,2,0,35.0,0,0,21.0,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
212,212,0,3,1,22.0,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
213,213,0,2,1,30.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
214,214,0,3,1,32.70192307692308,1,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
215,215,1,1,0,31.0,1,0,113.275,C,First,1,0,D,Cherbourg,yes,0,"(25, 35]",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
216,216,1,3,0,27.0,0,0,7.925,S,Third,1,0,Unknown,Southampton,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
217,217,0,2,1,42.0,1,0,27.0,S,Second,0,1,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
218,218,1,1,0,32.0,0,0,76.2917,C,First,1,0,D,Cherbourg,yes,1,"(25, 35]",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
219,219,0,2,1,30.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
220,220,1,3,1,16.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
221,221,0,2,1,27.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
222,222,0,3,1,51.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
223,223,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
224,224,1,1,1,38.0,1,0,90.0,S,First,0,1,C,Southampton,yes,0,"(35, 45]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
225,225,0,3,1,22.0,0,0,9.35,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
226,226,1,2,1,19.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
227,227,0,3,1,20.5,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
228,228,0,2,1,18.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
229,229,0,3,0,4.333333333333333,3,1,25.4667,S,Third,1,0,Unknown,Southampton,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
230,230,1,1,0,35.0,1,0,83.475,S,First,1,0,C,Southampton,yes,0,"(25, 35]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
231,231,0,3,1,29.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
232,232,0,2,1,59.0,0,0,13.5,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
233,233,1,3,0,5.0,4,2,31.3875,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
234,234,0,2,1,24.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
235,235,0,3,0,31.08421052631579,0,0,7.55,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
236,236,0,2,1,44.0,1,0,26.0,S,Second,0,1,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
237,237,1,2,0,8.0,0,2,26.25,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
238,238,0,2,1,19.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
239,239,0,2,1,33.0,0,0,12.275,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
240,240,0,3,0,33.355555555555554,1,0,14.4542,C,Third,1,0,Unknown,Cherbourg,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
241,241,1,3,0,33.355555555555554,1,0,15.5,Q,Third,1,0,Unknown,Queenstown,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
242,242,0,2,1,29.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
243,243,0,3,1,22.0,0,0,7.125,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
244,244,0,3,1,30.0,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
245,245,0,1,1,44.0,2,0,90.0,Q,First,0,1,C,Queenstown,no,0,"(35, 45]",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
246,246,0,3,0,25.0,0,0,7.775,S,Third,1,0,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
247,247,1,2,0,24.0,0,2,14.5,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
248,248,1,1,1,37.0,1,1,52.5542,S,First,0,1,D,Southampton,yes,0,"(35, 45]",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
249,249,0,2,1,54.0,1,0,26.0,S,Second,0,1,Unknown,Southampton,no,0,"(45, 60]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
250,250,0,3,1,32.973597359735976,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
251,251,0,3,0,29.0,1,1,10.4625,S,Third,1,0,G,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
252,252,0,1,1,62.0,0,0,26.55,S,First,0,1,C,Southampton,no,1,"(60, 80]",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
253,253,0,3,1,30.0,1,0,16.1,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
254,254,0,3,0,41.0,0,2,20.2125,S,Third,1,0,Unknown,Southampton,no,0,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
255,255,1,3,0,29.0,0,2,15.2458,C,Third,1,0,Unknown,Cherbourg,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
256,256,1,1,0,31.08421052631579,0,0,79.2,C,First,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
257,257,1,1,0,30.0,0,0,86.5,S,First,1,0,B,Southampton,yes,1,"(25, 35]",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
258,258,1,1,0,35.0,0,0,512.3292,C,First,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
259,259,1,2,0,50.0,0,1,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(45, 60]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
260,260,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
261,261,1,3,1,3.0,4,2,31.3875,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
262,262,0,1,1,52.0,1,1,79.65,S,First,0,1,E,Southampton,no,0,"(45, 60]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
263,263,0,1,1,40.0,0,0,0.0,S,First,0,1,B,Southampton,no,1,"(35, 45]",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
264,264,0,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
265,265,0,2,1,36.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
266,266,0,3,1,16.0,4,1,39.6875,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
267,267,1,3,1,25.0,1,0,7.775,S,Third,0,1,Unknown,Southampton,yes,0,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
268,268,1,1,0,58.0,0,1,153.4625,S,First,1,0,C,Southampton,yes,0,"(45, 60]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
269,269,1,1,0,35.0,0,0,135.6333,S,First,1,0,C,Southampton,yes,1,"(25, 35]",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
270,270,0,1,1,32.973597359735976,0,0,31.0,S,First,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
271,271,1,3,1,25.0,0,0,0.0,S,Third,0,1,Unknown,Southampton,yes,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
272,272,1,2,0,41.0,0,1,19.5,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
273,273,0,1,1,37.0,0,1,29.7,C,First,0,1,C,Cherbourg,no,0,"(35, 45]",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
274,274,1,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
275,275,1,1,0,63.0,1,0,77.9583,S,First,1,0,D,Southampton,yes,0,"(60, 80]",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
276,276,0,3,0,45.0,0,0,7.75,S,Third,1,0,Unknown,Southampton,no,1,"(35, 45]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
277,277,0,2,1,32.973597359735976,0,0,0.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
278,278,0,3,1,7.0,4,1,29.125,Q,Third,3,0,Unknown,Queenstown,no,0,"(0, 15]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
279,279,1,3,0,35.0,1,1,20.25,S,Third,1,0,Unknown,Southampton,yes,0,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
280,280,0,3,1,65.0,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(60, 80]",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
281,281,0,3,1,28.0,0,0,7.8542,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
282,282,0,3,1,16.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
